child,parent
PSMC2,R-HSA-349425
PSMC3,R-HSA-349425
PSMC4,R-HSA-349425
PSMC5,R-HSA-349425
PSMC6,R-HSA-349425
PSMD1,R-HSA-349425
PSMD11,R-HSA-349425
PSMD12,R-HSA-349425
PSMD13,R-HSA-349425
PSMD14,R-HSA-349425
PSMD2,R-HSA-349425
PSMD3,R-HSA-349425
PSMD6,R-HSA-349425
PSMD7,R-HSA-349425
PSMD8,R-HSA-349425
RPS27A,R-HSA-349425
SEM1,R-HSA-349425
TP53,R-HSA-349425
UBA52,R-HSA-349425
UBB,R-HSA-349425
UBC,R-HSA-349425
BANF1,R-HSA-177539
HMGA1,R-HSA-177539
PSIP1,R-HSA-177539
gag,R-HSA-177539
gag-pol,R-HSA-177539
rev,R-HSA-177539
vif,R-HSA-177539
vpr,R-HSA-177539
vpu,R-HSA-177539
AMBRA1,R-HSA-9612973
ARL13B,R-HSA-9612973
ATG10,R-HSA-9612973
ATG101,R-HSA-9612973
ATG12,R-HSA-9612973
ATG13,R-HSA-9612973
ATG14,R-HSA-9612973
ATG16L1,R-HSA-9612973
ATG16L2,R-HSA-9612973
ATG3,R-HSA-9612973
ATG4A,R-HSA-9612973
ATG4B,R-HSA-9612973
ATG4C,R-HSA-9612973
ATG4D,R-HSA-9612973
ATG5,R-HSA-9612973
ATG7,R-HSA-9612973
ATG9A,R-HSA-9612973
ATG9B,R-HSA-9612973
ATM,R-HSA-9612973
BECN1,R-HSA-9612973
CETN1,R-HSA-9612973
CFTR,R-HSA-9612973
CHMP2A,R-HSA-9612973
CHMP2B,R-HSA-9612973
CHMP3,R-HSA-9612973
CHMP4A,R-HSA-9612973
CHMP4B,R-HSA-9612973
CHMP4C,R-HSA-9612973
CHMP6,R-HSA-9612973
CHMP7,R-HSA-9612973
CSNK2A1,R-HSA-9612973
CSNK2A2,R-HSA-9612973
CSNK2B,R-HSA-9612973
DYNC1H1,R-HSA-9612973
DYNC1I1,R-HSA-9612973
DYNC1I2,R-HSA-9612973
DYNC1LI1,R-HSA-9612973
DYNC1LI2,R-HSA-9612973
DYNLL1,R-HSA-9612973
DYNLL2,R-HSA-9612973
EEF1A1,R-HSA-9612973
EPAS1,R-HSA-9612973
FUNDC1,R-HSA-9612973
GABARAP,R-HSA-9612973
GABARAPL1,R-HSA-9612973
GABARAPL2,R-HSA-9612973
GABARAPL3,R-HSA-9612973
GFAP,R-HSA-9612973
HBB,R-HSA-9612973
HDAC6,R-HSA-9612973
HSF1,R-HSA-9612973
HSP90AA1,R-HSA-9612973
HSP90AB1,R-HSA-9612973
HSPA8,R-HSA-9612973
IFT88,R-HSA-9612973
LAMP2,R-HSA-9612973
LAMTOR1,R-HSA-9612973
LAMTOR2,R-HSA-9612973
LAMTOR3,R-HSA-9612973
LAMTOR4,R-HSA-9612973
LAMTOR5,R-HSA-9612973
MAP1LC3A,R-HSA-9612973
MAP1LC3B,R-HSA-9612973
MAP1LC3C,R-HSA-9612973
MFN1,R-HSA-9612973
MFN2,R-HSA-9612973
MLST8,R-HSA-9612973
MTERF3,R-HSA-9612973
MTMR14,R-HSA-9612973
MTMR3,R-HSA-9612973
MTOR,R-HSA-9612973
MVB12A,R-HSA-9612973
MVB12B,R-HSA-9612973
NBR1,R-HSA-9612973
OPTN,R-HSA-9612973
PARK7,R-HSA-9612973
PCNT,R-HSA-9612973
PEX5,R-HSA-9612973
PGAM5,R-HSA-9612973
PIK3C3,R-HSA-9612973
PIK3R4,R-HSA-9612973
PINK1,R-HSA-9612973
PLIN2,R-HSA-9612973
PLIN3,R-HSA-9612973
PRKAA1,R-HSA-9612973
PRKAA2,R-HSA-9612973
PRKAB1,R-HSA-9612973
PRKAB2,R-HSA-9612973
PRKAG1,R-HSA-9612973
PRKAG2,R-HSA-9612973
PRKAG3,R-HSA-9612973
PRKN,R-HSA-9612973
RB1CC1,R-HSA-9612973
RHEB,R-HSA-9612973
RNASE1,R-HSA-9612973
RPS27A,R-HSA-9612973
RPTOR,R-HSA-9612973
RRAGA,R-HSA-9612973
RRAGB,R-HSA-9612973
RRAGC,R-HSA-9612973
RRAGD,R-HSA-9612973
SLC38A9,R-HSA-9612973
SQSTM1,R-HSA-9612973
SRC,R-HSA-9612973
TBK1,R-HSA-9612973
TOMM20,R-HSA-9612973
TOMM22,R-HSA-9612973
TOMM40,R-HSA-9612973
TOMM5,R-HSA-9612973
TOMM6,R-HSA-9612973
TOMM7,R-HSA-9612973
TOMM70,R-HSA-9612973
TSC1,R-HSA-9612973
TSC2,R-HSA-9612973
TSG101,R-HSA-9612973
TUBA1A,R-HSA-9612973
TUBA1B,R-HSA-9612973
TUBA1C,R-HSA-9612973
TUBA3C,R-HSA-9612973
TUBA3D,R-HSA-9612973
TUBA3E,R-HSA-9612973
TUBA4A,R-HSA-9612973
TUBA4B,R-HSA-9612973
TUBA8,R-HSA-9612973
TUBAL3,R-HSA-9612973
TUBB1,R-HSA-9612973
TUBB2A,R-HSA-9612973
TUBB2B,R-HSA-9612973
TUBB3,R-HSA-9612973
TUBB4A,R-HSA-9612973
TUBB4B,R-HSA-9612973
TUBB6,R-HSA-9612973
TUBB8,R-HSA-9612973
TUBB8B,R-HSA-9612973
UBA52,R-HSA-9612973
UBAP1,R-HSA-9612973
UBB,R-HSA-9612973
UBC,R-HSA-9612973
UBE2D2,R-HSA-9612973
UBE2D3,R-HSA-9612973
UBE2L3,R-HSA-9612973
UBE2N,R-HSA-9612973
UBE2V1,R-HSA-9612973
ULK1,R-HSA-9612973
USP30,R-HSA-9612973
UVRAG,R-HSA-9612973
VCP,R-HSA-9612973
VDAC1,R-HSA-9612973
VDAC2,R-HSA-9612973
VDAC3,R-HSA-9612973
VIM,R-HSA-9612973
VPS28,R-HSA-9612973
VPS37A,R-HSA-9612973
VPS37B,R-HSA-9612973
VPS37C,R-HSA-9612973
VPS37D,R-HSA-9612973
WDR45,R-HSA-9612973
WDR45B,R-HSA-9612973
WIPI1,R-HSA-9612973
WIPI2,R-HSA-9612973
18S rRNA,R-HSA-422475
28S rRNA,R-HSA-422475
5.8S rRNA,R-HSA-422475
5S rRNA,R-HSA-422475
ABL1,R-HSA-422475
ABL2,R-HSA-422475
ABLIM1,R-HSA-422475
ABLIM2,R-HSA-422475
ABLIM3,R-HSA-422475
ACTB,R-HSA-422475
ACTG1,R-HSA-422475
ACTR2,R-HSA-422475
ACTR3,R-HSA-422475
ADAM10,R-HSA-422475
ADRM1,R-HSA-422475
AGAP2,R-HSA-422475
AGRN,R-HSA-422475
AKAP5,R-HSA-422475
ALCAM,R-HSA-422475
ANK1,R-HSA-422475
ANK2,R-HSA-422475
ANK3,R-HSA-422475
AP2A1,R-HSA-422475
AP2A2,R-HSA-422475
AP2B1,R-HSA-422475
AP2M1,R-HSA-422475
AP2S1,R-HSA-422475
APH1A,R-HSA-422475
APH1B,R-HSA-422475
ARHGAP35,R-HSA-422475
ARHGAP39,R-HSA-422475
ARHGEF11,R-HSA-422475
ARHGEF12,R-HSA-422475
ARHGEF28,R-HSA-422475
ARHGEF7,R-HSA-422475
ARPC1A,R-HSA-422475
ARPC1B,R-HSA-422475
ARPC2,R-HSA-422475
ARPC3,R-HSA-422475
ARPC4,R-HSA-422475
ARPC5,R-HSA-422475
ARTN,R-HSA-422475
CACNA1C,R-HSA-422475
CACNA1D,R-HSA-422475
CACNA1G,R-HSA-422475
CACNA1H,R-HSA-422475
CACNA1I,R-HSA-422475
CACNA1S,R-HSA-422475
CACNB1,R-HSA-422475
CACNB2,R-HSA-422475
CACNB3,R-HSA-422475
CACNB4,R-HSA-422475
CAP1,R-HSA-422475
CAP2,R-HSA-422475
CASC3,R-HSA-422475
CD24,R-HSA-422475
CD72,R-HSA-422475
CDC42,R-HSA-422475
CDK5,R-HSA-422475
CDK5R1,R-HSA-422475
CFL1,R-HSA-422475
CHL1,R-HSA-422475
CLASP1,R-HSA-422475
CLASP2,R-HSA-422475
CLTA,R-HSA-422475
CLTB,R-HSA-422475
CLTC,R-HSA-422475
CLTCL1,R-HSA-422475
CNTN1,R-HSA-422475
CNTN2,R-HSA-422475
CNTN6,R-HSA-422475
CNTNAP1,R-HSA-422475
COL2A1,R-HSA-422475
COL3A1,R-HSA-422475
COL4A1,R-HSA-422475
COL4A2,R-HSA-422475
COL4A3,R-HSA-422475
COL4A4,R-HSA-422475
COL4A5,R-HSA-422475
COL5A1,R-HSA-422475
COL5A2,R-HSA-422475
COL5A3,R-HSA-422475
COL6A1,R-HSA-422475
COL6A2,R-HSA-422475
COL6A3,R-HSA-422475
COL6A5,R-HSA-422475
COL6A6,R-HSA-422475
COL9A1,R-HSA-422475
COL9A2,R-HSA-422475
COL9A3,R-HSA-422475
CREB1,R-HSA-422475
CRMP1,R-HSA-422475
CSNK2A1,R-HSA-422475
CSNK2A2,R-HSA-422475
CSNK2B,R-HSA-422475
CUL2,R-HSA-422475
CXCL12,R-HSA-422475
CXCR4,R-HSA-422475
DAB1,R-HSA-422475
DAG1,R-HSA-422475
DCC,R-HSA-422475
DCX,R-HSA-422475
DLG1,R-HSA-422475
DLG3,R-HSA-422475
DLG4,R-HSA-422475
DNM1,R-HSA-422475
DNM2,R-HSA-422475
DNM3,R-HSA-422475
DOCK1,R-HSA-422475
DOK1,R-HSA-422475
DOK2,R-HSA-422475
DOK4,R-HSA-422475
DOK5,R-HSA-422475
DOK6,R-HSA-422475
DPYSL2,R-HSA-422475
DPYSL3,R-HSA-422475
DPYSL4,R-HSA-422475
DPYSL5,R-HSA-422475
DSCAM,R-HSA-422475
DSCAML1,R-HSA-422475
EFNA1,R-HSA-422475
EFNA2,R-HSA-422475
EFNA3,R-HSA-422475
EFNA4,R-HSA-422475
EFNA5,R-HSA-422475
EFNB1,R-HSA-422475
EFNB2,R-HSA-422475
EFNB3,R-HSA-422475
EGFR,R-HSA-422475
EIF4A3,R-HSA-422475
EIF4G1,R-HSA-422475
ELOB,R-HSA-422475
ELOC,R-HSA-422475
ENAH,R-HSA-422475
EPHA1,R-HSA-422475
EPHA10,R-HSA-422475
EPHA2,R-HSA-422475
EPHA3,R-HSA-422475
EPHA4,R-HSA-422475
EPHA5,R-HSA-422475
EPHA6,R-HSA-422475
EPHA7,R-HSA-422475
EPHA8,R-HSA-422475
EPHB1,R-HSA-422475
EPHB2,R-HSA-422475
EPHB3,R-HSA-422475
EPHB4,R-HSA-422475
EPHB6,R-HSA-422475
ERBB2,R-HSA-422475
ETF1,R-HSA-422475
EVL,R-HSA-422475
EZR,R-HSA-422475
FARP2,R-HSA-422475
FAU,R-HSA-422475
FES,R-HSA-422475
FGFR1,R-HSA-422475
FLRT3,R-HSA-422475
FRS2,R-HSA-422475
FYN,R-HSA-422475
GAB1,R-HSA-422475
GAB2,R-HSA-422475
GAP43,R-HSA-422475
GDNF,R-HSA-422475
GFRA1,R-HSA-422475
GFRA2,R-HSA-422475
GFRA3,R-HSA-422475
GFRA4,R-HSA-422475
GIT1,R-HSA-422475
GPC1,R-HSA-422475
GRB10,R-HSA-422475
GRB2,R-HSA-422475
GRB7,R-HSA-422475
GRIN1,R-HSA-422475
GRIN2B,R-HSA-422475
GSK3B,R-HSA-422475
GSPT1,R-HSA-422475
GSPT2,R-HSA-422475
HJV,R-HSA-422475
HOXA2,R-HSA-422475
HRAS,R-HSA-422475
HSP90AA1,R-HSA-422475
HSP90AB1,R-HSA-422475
HSPA8,R-HSA-422475
IRS2,R-HSA-422475
ISL1,R-HSA-422475
ITGA1,R-HSA-422475
ITGA10,R-HSA-422475
ITGA2,R-HSA-422475
ITGA2B,R-HSA-422475
ITGA5,R-HSA-422475
ITGA9,R-HSA-422475
ITGAV,R-HSA-422475
ITGB1,R-HSA-422475
ITGB3,R-HSA-422475
ITSN1,R-HSA-422475
KALRN,R-HSA-422475
KCNQ2,R-HSA-422475
KCNQ3,R-HSA-422475
KIF4A,R-HSA-422475
KIF4B,R-HSA-422475
KRAS,R-HSA-422475
L1CAM,R-HSA-422475
LAMA1,R-HSA-422475
LAMB1,R-HSA-422475
LAMC1,R-HSA-422475
LDB1,R-HSA-422475
LHX2,R-HSA-422475
LHX3,R-HSA-422475
LHX4,R-HSA-422475
LHX9,R-HSA-422475
LIMK1,R-HSA-422475
LIMK2,R-HSA-422475
LYN,R-HSA-422475
LYPLA2,R-HSA-422475
MAGOH,R-HSA-422475
MAGOHB,R-HSA-422475
MAP2K1,R-HSA-422475
MAP2K2,R-HSA-422475
MAPK1,R-HSA-422475
MAPK3,R-HSA-422475
MAPK7,R-HSA-422475
MET,R-HSA-422475
MMP2,R-HSA-422475
MMP9,R-HSA-422475
MSI1,R-HSA-422475
MSN,R-HSA-422475
MYH10,R-HSA-422475
MYH11,R-HSA-422475
MYH14,R-HSA-422475
MYH9,R-HSA-422475
MYL12A,R-HSA-422475
MYL12B,R-HSA-422475
MYL6,R-HSA-422475
MYL9,R-HSA-422475
MYO10,R-HSA-422475
MYO9B,R-HSA-422475
NCAM1,R-HSA-422475
NCAN,R-HSA-422475
NCBP1,R-HSA-422475
NCBP2,R-HSA-422475
NCK1,R-HSA-422475
NCK2,R-HSA-422475
NCSTN,R-HSA-422475
NELL2,R-HSA-422475
NEO1,R-HSA-422475
NFASC,R-HSA-422475
NGEF,R-HSA-422475
NRAS,R-HSA-422475
NRCAM,R-HSA-422475
NRP1,R-HSA-422475
NRP2,R-HSA-422475
NRTN,R-HSA-422475
NTN1,R-HSA-422475
NTN4,R-HSA-422475
NUMB,R-HSA-422475
PABPC1,R-HSA-422475
PAK1,R-HSA-422475
PAK2,R-HSA-422475
PAK3,R-HSA-422475
PAK4,R-HSA-422475
PAK5,R-HSA-422475
PAK6,R-HSA-422475
PDLIM7,R-HSA-422475
PFN1,R-HSA-422475
PFN2,R-HSA-422475
PIK3CA,R-HSA-422475
PIK3CB,R-HSA-422475
PIK3CD,R-HSA-422475
PIK3R1,R-HSA-422475
PIK3R2,R-HSA-422475
PIK3R3,R-HSA-422475
PIP5K1C,R-HSA-422475
PITPNA,R-HSA-422475
PLCG1,R-HSA-422475
PLXNA1,R-HSA-422475
PLXNA2,R-HSA-422475
PLXNA3,R-HSA-422475
PLXNA4,R-HSA-422475
PLXNB1,R-HSA-422475
PLXNB3,R-HSA-422475
PLXNC1,R-HSA-422475
PLXND1,R-HSA-422475
PPP3CB,R-HSA-422475
PRKACA,R-HSA-422475
PRKACB,R-HSA-422475
PRKACG,R-HSA-422475
PRKAR2A,R-HSA-422475
PRKCA,R-HSA-422475
PRKCQ,R-HSA-422475
PRNP,R-HSA-422475
PSEN1,R-HSA-422475
PSEN2,R-HSA-422475
PSENEN,R-HSA-422475
PSMA1,R-HSA-422475
PSMA2,R-HSA-422475
PSMA3,R-HSA-422475
PSMA4,R-HSA-422475
PSMA5,R-HSA-422475
PSMA6,R-HSA-422475
PSMA7,R-HSA-422475
PSMB1,R-HSA-422475
PSMB2,R-HSA-422475
PSMB3,R-HSA-422475
PSMB4,R-HSA-422475
PSMB5,R-HSA-422475
PSMB6,R-HSA-422475
PSMB7,R-HSA-422475
PSMC1,R-HSA-422475
PSMC2,R-HSA-422475
PSMC3,R-HSA-422475
PSMC4,R-HSA-422475
PSMC5,R-HSA-422475
PSMC6,R-HSA-422475
PSMD1,R-HSA-422475
PSMD11,R-HSA-422475
PSMD12,R-HSA-422475
PSMD13,R-HSA-422475
PSMD14,R-HSA-422475
PSMD2,R-HSA-422475
PSMD3,R-HSA-422475
PSMD6,R-HSA-422475
PSMD7,R-HSA-422475
PSMD8,R-HSA-422475
PSPN,R-HSA-422475
PTK2,R-HSA-422475
PTPN11,R-HSA-422475
PTPRA,R-HSA-422475
PTPRC,R-HSA-422475
RAC1,R-HSA-422475
RANBP9,R-HSA-422475
RAP1GAP,R-HSA-422475
RASA1,R-HSA-422475
RBM8A,R-HSA-422475
RBX1,R-HSA-422475
RDX,R-HSA-422475
RELN,R-HSA-422475
RET,R-HSA-422475
RGMA,R-HSA-422475
RGMB,R-HSA-422475
RHOA,R-HSA-422475
RHOB,R-HSA-422475
RHOC,R-HSA-422475
RND1,R-HSA-422475
RNPS1,R-HSA-422475
ROBO1,R-HSA-422475
ROBO2,R-HSA-422475
ROBO3,R-HSA-422475
ROBO3.1,R-HSA-422475
ROCK1,R-HSA-422475
ROCK2,R-HSA-422475
RPL10,R-HSA-422475
RPL10A,R-HSA-422475
RPL10L,R-HSA-422475
RPL11,R-HSA-422475
RPL12,R-HSA-422475
RPL13,R-HSA-422475
RPL13A,R-HSA-422475
RPL14,R-HSA-422475
RPL15,R-HSA-422475
RPL17,R-HSA-422475
RPL18,R-HSA-422475
RPL18A,R-HSA-422475
RPL19,R-HSA-422475
RPL21,R-HSA-422475
RPL22,R-HSA-422475
RPL22L1,R-HSA-422475
RPL23,R-HSA-422475
RPL23A,R-HSA-422475
RPL24,R-HSA-422475
RPL26,R-HSA-422475
RPL26L1,R-HSA-422475
RPL27,R-HSA-422475
RPL27A,R-HSA-422475
RPL28,R-HSA-422475
RPL29,R-HSA-422475
RPL3,R-HSA-422475
RPL30,R-HSA-422475
RPL31,R-HSA-422475
RPL32,R-HSA-422475
RPL34,R-HSA-422475
RPL35,R-HSA-422475
RPL35A,R-HSA-422475
RPL36,R-HSA-422475
RPL36A,R-HSA-422475
RPL36AL,R-HSA-422475
RPL37,R-HSA-422475
RPL37A,R-HSA-422475
RPL38,R-HSA-422475
RPL39,R-HSA-422475
RPL39L,R-HSA-422475
RPL3L,R-HSA-422475
RPL4,R-HSA-422475
RPL41,R-HSA-422475
RPL5,R-HSA-422475
RPL6,R-HSA-422475
RPL7,R-HSA-422475
RPL7A,R-HSA-422475
RPL8,R-HSA-422475
RPL9,R-HSA-422475
RPLP0,R-HSA-422475
RPLP1,R-HSA-422475
RPLP2,R-HSA-422475
RPS10,R-HSA-422475
RPS11,R-HSA-422475
RPS12,R-HSA-422475
RPS13,R-HSA-422475
RPS14,R-HSA-422475
RPS15,R-HSA-422475
RPS15A,R-HSA-422475
RPS16,R-HSA-422475
RPS17,R-HSA-422475
RPS18,R-HSA-422475
RPS19,R-HSA-422475
RPS2,R-HSA-422475
RPS20,R-HSA-422475
RPS21,R-HSA-422475
RPS23,R-HSA-422475
RPS24,R-HSA-422475
RPS25,R-HSA-422475
RPS26,R-HSA-422475
RPS27,R-HSA-422475
RPS27A,R-HSA-422475
RPS27L,R-HSA-422475
RPS28,R-HSA-422475
RPS29,R-HSA-422475
RPS3,R-HSA-422475
RPS3A,R-HSA-422475
RPS4X,R-HSA-422475
RPS4Y1,R-HSA-422475
RPS4Y2,R-HSA-422475
RPS5,R-HSA-422475
RPS6,R-HSA-422475
RPS6KA1,R-HSA-422475
RPS6KA2,R-HSA-422475
RPS6KA3,R-HSA-422475
RPS6KA4,R-HSA-422475
RPS6KA5,R-HSA-422475
RPS6KA6,R-HSA-422475
RPS7,R-HSA-422475
RPS8,R-HSA-422475
RPS9,R-HSA-422475
RPSA,R-HSA-422475
RRAS,R-HSA-422475
SCN10A,R-HSA-422475
SCN11A,R-HSA-422475
SCN1A,R-HSA-422475
SCN1B,R-HSA-422475
SCN2A,R-HSA-422475
SCN2B,R-HSA-422475
SCN3A,R-HSA-422475
SCN3B,R-HSA-422475
SCN4A,R-HSA-422475
SCN4B,R-HSA-422475
SCN5A,R-HSA-422475
SCN7A,R-HSA-422475
SCN8A,R-HSA-422475
SCN9A,R-HSA-422475
SDC2,R-HSA-422475
SDCBP,R-HSA-422475
SEM1,R-HSA-422475
SEMA3A,R-HSA-422475
SEMA3E,R-HSA-422475
SEMA4A,R-HSA-422475
SEMA4D,R-HSA-422475
SEMA5A,R-HSA-422475
SEMA6A,R-HSA-422475
SEMA6D,R-HSA-422475
SEMA7A,R-HSA-422475
SH3GL2,R-HSA-422475
SH3KBP1,R-HSA-422475
SHANK3,R-HSA-422475
SHC1,R-HSA-422475
SHC3,R-HSA-422475
SHTN1,R-HSA-422475
SIAH1,R-HSA-422475
SIAH2,R-HSA-422475
SLIT1,R-HSA-422475
SLIT2,R-HSA-422475
SLIT3,R-HSA-422475
SOS1,R-HSA-422475
SOS2,R-HSA-422475
SPTA1,R-HSA-422475
SPTAN1,R-HSA-422475
SPTB,R-HSA-422475
SPTBN1,R-HSA-422475
SPTBN2,R-HSA-422475
SPTBN4,R-HSA-422475
SPTBN5,R-HSA-422475
SRC,R-HSA-422475
SRGAP1,R-HSA-422475
SRGAP2,R-HSA-422475
SRGAP3,R-HSA-422475
ST8SIA2,R-HSA-422475
ST8SIA4,R-HSA-422475
TIAM1,R-HSA-422475
TLN1,R-HSA-422475
TREM2,R-HSA-422475
TRIO,R-HSA-422475
TRPC1,R-HSA-422475
TRPC3,R-HSA-422475
TRPC4,R-HSA-422475
TRPC5,R-HSA-422475
TRPC6,R-HSA-422475
TRPC7,R-HSA-422475
TUBA1A,R-HSA-422475
TUBA1B,R-HSA-422475
TUBA1C,R-HSA-422475
TUBA3C,R-HSA-422475
TUBA3D,R-HSA-422475
TUBA3E,R-HSA-422475
TUBA4A,R-HSA-422475
TUBA4B,R-HSA-422475
TUBA8,R-HSA-422475
TUBAL3,R-HSA-422475
TUBB1,R-HSA-422475
TUBB2A,R-HSA-422475
TUBB2B,R-HSA-422475
TUBB3,R-HSA-422475
TUBB4A,R-HSA-422475
TUBB4B,R-HSA-422475
TUBB6,R-HSA-422475
TUBB8,R-HSA-422475
TUBB8B,R-HSA-422475
TYROBP,R-HSA-422475
UBA52,R-HSA-422475
UBB,R-HSA-422475
UBC,R-HSA-422475
UNC5A,R-HSA-422475
UNC5B,R-HSA-422475
UNC5C,R-HSA-422475
UNC5D,R-HSA-422475
UPF2,R-HSA-422475
UPF3A,R-HSA-422475
UPF3B,R-HSA-422475
USP33,R-HSA-422475
VASP,R-HSA-422475
VAV2,R-HSA-422475
VAV3,R-HSA-422475
VLDLR,R-HSA-422475
WASL,R-HSA-422475
YES1,R-HSA-422475
ZSWIM8,R-HSA-422475
ARHGDIA,R-HSA-193634
LINGO1,R-HSA-193634
MAG,R-HSA-193634
MCF2,R-HSA-193634
NGFR,R-HSA-193634
OMG,R-HSA-193634
RHOA,R-HSA-193634
RTN4,R-HSA-193634
RTN4R,R-HSA-193634
ARHGDIA,R-HSA-209563
NGF,R-HSA-209563
NGFR,R-HSA-209563
RHOA,R-HSA-209563
ABCC4,R-HSA-9748787
ABCC5,R-HSA-9748787
GMPS,R-HSA-9748787
GSTA1,R-HSA-9748787
GSTA2,R-HSA-9748787
GSTM1,R-HSA-9748787
GUK1,R-HSA-9748787
HPRT1,R-HSA-9748787
IMPDH1,R-HSA-9748787
IMPDH2,R-HSA-9748787
NME1,R-HSA-9748787
NME2,R-HSA-9748787
NUDT15,R-HSA-9748787
RAC1,R-HSA-9748787
SLC28A2,R-HSA-9748787
SLC28A3,R-HSA-9748787
SLC29A1,R-HSA-9748787
SLC29A2,R-HSA-9748787
TPMT,R-HSA-9748787
VAV1,R-HSA-9748787
VAV2,R-HSA-9748787
VAV3,R-HSA-9748787
XDH,R-HSA-9748787
ACTB,R-HSA-5250924
BAZ1B,R-HSA-5250924
DDX21,R-HSA-5250924
DEK,R-HSA-5250924
EP300,R-HSA-5250924
ERCC6,R-HSA-5250924
GSK3B,R-HSA-5250924
H2AB1,R-HSA-5250924
H2AC14,R-HSA-5250924
H2AC18,R-HSA-5250924
H2AC20,R-HSA-5250924
H2AC4,R-HSA-5250924
H2AC6,R-HSA-5250924
H2AC7,R-HSA-5250924
H2AJ,R-HSA-5250924
H2AX,R-HSA-5250924
H2AZ2,R-HSA-5250924
H2BC1,R-HSA-5250924
H2BC11,R-HSA-5250924
H2BC12,R-HSA-5250924
H2BC12L,R-HSA-5250924
H2BC13,R-HSA-5250924
H2BC14,R-HSA-5250924
H2BC15,R-HSA-5250924
H2BC17,R-HSA-5250924
H2BC21,R-HSA-5250924
H2BC26,R-HSA-5250924
H2BC3,R-HSA-5250924
H2BC4,R-HSA-5250924
H2BC5,R-HSA-5250924
H2BC9,R-HSA-5250924
H3-3A,R-HSA-5250924
H3C1,R-HSA-5250924
H3C15,R-HSA-5250924
H4C1,R-HSA-5250924
KAT2A,R-HSA-5250924
KAT2B,R-HSA-5250924
MYBBP1A,R-HSA-5250924
MYO1C,R-HSA-5250924
POLR1A,R-HSA-5250924
POLR1B,R-HSA-5250924
POLR1C,R-HSA-5250924
POLR1D,R-HSA-5250924
POLR1E,R-HSA-5250924
POLR1F,R-HSA-5250924
POLR1G,R-HSA-5250924
POLR1H,R-HSA-5250924
POLR2E,R-HSA-5250924
POLR2F,R-HSA-5250924
POLR2H,R-HSA-5250924
POLR2K,R-HSA-5250924
POLR2L,R-HSA-5250924
SF3B1,R-HSA-5250924
SMARCA5,R-HSA-5250924
TAF1A,R-HSA-5250924
TAF1B,R-HSA-5250924
TAF1C,R-HSA-5250924
TAF1D,R-HSA-5250924
TBP,R-HSA-5250924
ARL6,R-HSA-5620922
BBIP1,R-HSA-5620922
BBS1,R-HSA-5620922
BBS10,R-HSA-5620922
BBS12,R-HSA-5620922
BBS2,R-HSA-5620922
BBS4,R-HSA-5620922
BBS5,R-HSA-5620922
BBS7,R-HSA-5620922
BBS9,R-HSA-5620922
CCT2,R-HSA-5620922
CCT3,R-HSA-5620922
CCT4,R-HSA-5620922
CCT5,R-HSA-5620922
CCT8,R-HSA-5620922
LZTFL1,R-HSA-5620922
MCHR1,R-HSA-5620922
MKKS,R-HSA-5620922
RAB3IP,R-HSA-5620922
SMO,R-HSA-5620922
SSTR3,R-HSA-5620922
TCP1,R-HSA-5620922
TTC8,R-HSA-5620922
BCKDHA,R-HSA-9859138
BCKDHB,R-HSA-9859138
DBT,R-HSA-9859138
DLD,R-HSA-9859138
BDNF,R-HSA-9024909
NTRK2,R-HSA-9024909
BAD,R-HSA-111453
BBC3,R-HSA-111453
BCL2,R-HSA-111453
BCL2L1,R-HSA-111453
BCL2L11,R-HSA-111453
BID,R-HSA-111453
BMF,R-HSA-111453
PMAIP1,R-HSA-111453
STAT3,R-HSA-111453
AVP,R-HSA-1368108
BHLHE40,R-HSA-1368108
BHLHE41,R-HSA-1368108
BMAL1,R-HSA-1368108
BMAL2,R-HSA-1368108
CARM1,R-HSA-1368108
CHD9,R-HSA-1368108
CLOCK,R-HSA-1368108
CREBBP,R-HSA-1368108
F7,R-HSA-1368108
HELZ2,R-HSA-1368108
KLF15,R-HSA-1368108
MED1,R-HSA-1368108
NAMPT,R-HSA-1368108
NCOA1,R-HSA-1368108
NCOA2,R-HSA-1368108
NCOA6,R-HSA-1368108
NOCT,R-HSA-1368108
NPAS2,R-HSA-1368108
PPARA,R-HSA-1368108
RXRA,R-HSA-1368108
SERPINE1,R-HSA-1368108
SMARCD3,R-HSA-1368108
TBL1X,R-HSA-1368108
TBL1XR1,R-HSA-1368108
TGS1,R-HSA-1368108
16S rRNA,R-HSA-9824439
AAC(6')-Ib,R-HSA-9824439
ANTXR1,R-HSA-9824439
ANTXR2,R-HSA-9824439
ATP6V1H,R-HSA-9824439
B2M,R-HSA-9824439
CALM1,R-HSA-9824439
CALM2,R-HSA-9824439
CALM3,R-HSA-9824439
CASP4,R-HSA-9824439
CBL,R-HSA-9824439
CBLL1,R-HSA-9824439
CD9,R-HSA-9824439
CDH1,R-HSA-9824439
COL4A1,R-HSA-9824439
COL4A2,R-HSA-9824439
COL4A3,R-HSA-9824439
COL4A4,R-HSA-9824439
COL4A5,R-HSA-9824439
COL4A6,R-HSA-9824439
COL5A1,R-HSA-9824439
COL5A2,R-HSA-9824439
COL5A3,R-HSA-9824439
CORO1A,R-HSA-9824439
CTNNB1,R-HSA-9824439
CTNND1,R-HSA-9824439
CTSG,R-HSA-9824439
DUSP16,R-HSA-9824439
EEF2,R-HSA-9824439
