Gene,SVM_Mean_Abs_SHAP,SVM_Rank
IL1RAP,0.008886138571857922,738
SPTLC3,0.008799688916079879,739
TBL1X,0.008747843072731416,740
FGF13,0.008731209618166478,741
IGLC2,0.008729162006880783,742
HHAT,0.008727003334689667,743
ATP1B3,0.008722696548898127,744
ADIRF,0.00868340229386587,745
EGFR,0.008661666943283802,746
RELN,0.008615837985440852,747
DNAJA4,0.008592311443103113,748
CACNA2D1,0.008583469135875833,749
MITF,0.008521490415786502,750
SNRPN,0.008430214514714741,751
AQP9,0.00835555176240149,752
RNF152,0.008333746580533385,753
DYSF,0.008314978784606764,754
ELL2,0.008287232522387425,755
DUSP1,0.00814886578141699,756
LRP2,0.008129501598012125,757
SLC25A21,0.008080914250624781,758
MT-ND3,0.007878189101604384,759
CHRNA7,0.0078647957989421,760
EREG,0.007857207155064334,761
KAZN,0.007825331313145669,762
IGF2BP2,0.007809036484784115,763
GALNTL6,0.007779344491268466,764
CRISPLD2,0.007690711722387509,765
ETV6,0.007688637359086285,766
IGKC,0.007674595428542842,767
XYLT1,0.007614483279615331,768
FOS,0.007551193164757902,769
PRKG2,0.00753696093684646,770
HMGCS1,0.007507129123146725,771
IL1R1,0.007491428823385941,772
CDH12,0.007448880731471893,773
PLCG2,0.007403363875487216,774
ITGA8,0.00734533541848329,775
ICAM1,0.007257725087364666,776
MT1M,0.007129239704506542,777
EYA4,0.0071169325880817355,778
MT-ND2,0.007032852571492678,779
AREG,0.007029596858914697,780
OCA2,0.007000642597226621,781
GRM5,0.006992051067997076,782
MAML3,0.0069905332377779815,783
SERPINH1,0.006970733246593086,784
PCDH7,0.006951534419917952,785
CCL20,0.006940097372886079,786
HDAC9,0.006822397662540177,787
SGCZ,0.006722999170950567,788
SLC9A9,0.006721047842098418,789
RNF220,0.0066978424480129,790
DPYD,0.006605899374734942,791
ELN,0.006568092738448116,792
AQP1,0.006561177715346878,793
IL1R2,0.006539220461231256,794
LMCD1,0.006502366630049124,795
STMN2,0.006421292513901407,796
KCNB2,0.006399639737589693,797
PAX3,0.006326498804307285,798
MT2A,0.006326460155990847,799
KCNE1,0.006319271643380087,800
PDE3B,0.006301503645622109,801
HSD17B12,0.006289880583137019,802
GABRG3,0.0062641034034614145,803
CA1,0.00617794350279054,804
CRYAB,0.006123897971649916,805
SNTB1,0.006122581185892022,806
PPM1E,0.006112883501655503,807
MX1,0.00606560067315234,808
WIF1,0.005995710943444154,809
AOX1,0.00598502904772499,810
SNCAIP,0.005961741454292671,811
CD53,0.005924139939238479,812
THSD7B,0.005894185941001144,813
PLEKHG1,0.005842927694095562,814
RARB,0.00579694976513449,815
SPTA1,0.005722788123474047,816
RXFP1,0.005711792827665855,817
FYN,0.005683842549748601,818
ARHGAP22,0.005649298178872218,819
TCF7L1,0.00564549355536963,820
HS6ST2,0.005545060123870455,821
GALNT14,0.005536502992917729,822
CDH9,0.005491449418174102,823
FLT3,0.005381962951453501,824
